pdbid,-logKd/Ki
"2jh5","6.44"
"2jiu","7.56"
"2jiw","4.59"
"2jj3","9.55"
"2jjk","8.05"
"2jjr","8.20"
"2jk7","7.17"
"2pvl","7.62"
"2pvm","6.44"
"2pvn","9.46"
"2pvu","6.31"
"2pvw","9.52"
"2pwc","6.57"
"2pwd","4.40"
"2pwg","4.82"
"2pwr","6.59"
"2py4","6.70"
"4ede","7.38"
"4edz","8.08"
"4ee0","8.63"
"4eeh","4.35"
"4eej","7.15"
"6qqu","5.30"
"6qqv","4.92"
"6qqw","4.72"
"6qqz","6.74"
"6qr0","6.92"
"6qr1","5.07"
"6qr2","5.49"
"6qr3","6.44"
"6qr4","6.23"
"6qr7","7.15"
"6qr9","6.72"
"6qra","6.15"
"6qrc","4.89"
"6qre","4.85"
"6qrf","4.48"
"6rw1","5.88"
"6rz6","8.54"
"6s07","7.40"
"6s0e","5.50"
"6s1s","5.84"
"6s43","5.40"
"6s4n","6.79"
"6s4t","7.95"
"1fd7","1.85"
"1fdq","7.27"
"1fe3","7.33"
"1ff1","4.92"
"1fh7","5.24"
"1fh8","6.89"
"1fh9","6.43"
"1fhd","6.82"
"1o6i","3.19"
"1o6q","7.64"
"1o6r","7.10"
"1o79","6.39"
"1o7o","4.49"
"1o86","9.57"
"1o8b","2.68"
"1o9d","5.60"
"1o9e","4.18"
"2b1z","7.10"
"2b2v","4.77"
"2b4l","4.77"
"2b4m","3.53"
"2b53","6.22"
"2b54","7.70"
"2b55","7.02"
"2b5j","9.10"
"3r0h","5.92"
"3r0i","6.92"
"3r0w","4.52"
"3r0y","4.84"
"3r16","7.30"
"3r17","6.41"
"3r1v","6.92"
"3r21","6.74"
"6j8q","5.57"
"6j8r","6.12"
"6j9w","5.13"
"6j9y","5.07"
"6jag","4.50"
"6jan","5.79"
"6jao","4.86"
"6jap","4.80"
"6jaq","3.95"
"6jav","5.76"
"6jaw","5.66"
"6jax","4.42"
"1syh","6.41"
"1syo","9.00"
"1sz0","9.00"
"1szd","4.54"
"1szm","5.53"
"1t08","5.51"
"1t13","7.38"
"1t1r","5.40"
"1t1s","5.15"
"2zdn","6.25"
"2zdt","8.02"
"2zdx","3.19"
"2zdz","6.15"
"2ze1","6.22"
"2zfp","5.17"
"2zfs","6.54"
"2zg1","2.10"
"2zg3","2.06"
"1igb","6.40"
"1ih0","5.00"
"1iht","8.46"
"1ihy","3.74"
"1iig","1.57"
"1iih","2.89"
"1iiq","7.48"
"1ijr","5.44"
"4q9y","5.68"
"4q9z","7.26"
"4qaa","6.44"
"4qab","9.70"
"4qag","5.32"
"4qb3","5.47"
"4qbb","7.52"
"4qbm","4.58"
"4qc1","4.99"
"1o2h","7.17"
"1o2j","6.92"
"1o2k","6.92"
"1o2n","6.09"
"1o2o","6.36"
"1o2p","4.85"
"1o2q","7.68"
"1o2r","5.21"
"1o2s","5.47"
"1o2t","7.85"
"5lyx","7.42"
"5lyy","4.85"
"5lz2","3.00"
"5lz4","5.70"
"5lz5","6.35"
"5lz7","6.28"
"5lz8","6.01"
"5lz9","6.92"
"5lzg","3.10"
"5lzh","3.10"
"5lzj","3.90"
"5m04","6.34"
"5u5h","5.89"
"5u5k","4.02"
"5u5l","4.85"
"5u5t","5.41"
"5u62","5.89"
"5u66","3.00"
"5u69","6.22"
"5u6b","9.89"
"5twh","6.55"
"5tyl","7.82"
"5u51","4.92"
"5uah","3.40"
"5uiu","9.70"
"5wio","5.03"
"5wip","4.71"
"5wir","7.12"
"5wj6","7.57"
"5wjj","6.62"
"5wkf","3.87"
"5wkl","6.15"
"3q2m","3.80"
"3q32","8.74"
"3q3b","7.76"
"3q3k","8.13"
"3q3t","7.43"
"3q43","7.37"
"3q44","6.31"
"2xzg","4.74"
"2xzq","6.59"
"2xzw","5.29"
"2y06","6.10"
"2y07","6.22"
"2y0j","7.92"
"2y1d","6.82"
"2y1g","6.15"
"5ivt","9.10"
"5ivv","6.35"
"5ivy","6.44"
"5ivz","4.30"
"5iw0","7.22"
"5iwg","6.46"
"5ix0","6.28"
"5ix1","6.31"
"3bgb","6.05"
"3bgc","5.02"
"3bgl","8.35"
"3bgm","7.41"
"3bgp","7.04"
"3bgq","7.96"
"3bgs","9.42"
"3bh3","6.15"
"3bh8","7.95"
"3bh9","6.93"
"3suf","7.56"
"3sug","6.21"
"3sur","4.15"
"3sus","4.15"
"3sut","7.85"
"3suu","8.52"
"3suv","4.55"
"3suw","4.70"
"3sv2","4.19"
"3sv6","7.46"
"3sv7","6.08"
"3sv8","7.91"
"3sv9","5.00"
"3svj","6.93"
"3rik","2.47"
"3ril","3.84"
"3rj7","7.60"
"3rjc","5.24"
"3rjm","6.61"
"3rjw","7.57"
"3rk5","5.40"
"6hgj","4.38"
"6hgr","3.46"
"6hgs","3.77"
"6hgv","5.55"
"6hgx","7.11"
"6hgy","8.52"
"6hgz","5.97"
"6hh3","6.24"
"6hh5","4.27"
"6hhg","7.76"
"6hhh","7.17"
"6hhi","8.17"
"6hhj","7.97"
"6iez","6.52"
"6ipk","5.17"
"6izq","5.50"
"6j81","6.29"
"6jay","5.70"
"6k4r","5.84"
"6klk","3.88"
"6md4","6.16"
"6mlj","7.26"
"3iop","7.77"
"3ip5","6.22"
"3ip6","6.60"
"3ip8","2.28"
"3ip9","5.62"
"3ipa","6.22"
"3ipb","6.70"
"3ipe","6.82"
"3iph","7.60"
"3ipq","7.57"
"3ips","7.19"
"4mvw","7.55"
"4mvx","7.24"
"4mw0","7.41"
"4mw1","7.72"
"4mw2","6.70"
"4mw4","6.50"
"4mw5","7.35"
"1b32","7.10"
"1b38","6.60"
"1b39","6.92"
"1b3f","6.89"
"1b3g","6.70"
"1b3h","6.21"
"1b3l","5.89"
"1b40","7.28"
"1b42","4.01"
"1b46","5.28"
"1vcj","4.59"
"1vcu","3.85"
"1vea","7.52"
"1veb","7.41"
"1vfn","5.60"
"1vgc","5.92"
"1vij","9.52"
"1vik","9.52"
"1vj5","6.92"
"1xlz","6.02"
"1xm4","10.39"
"1xm6","6.38"
"1xmu","9.08"
"1xmy","7.30"
"1xn0","6.24"
"1xn2","10.52"
"6rfj","8.40"
"6rfn","6.70"
"6rfw","6.50"
"6rhe","4.13"
"6rj2","7.00"
"6rj3","6.40"
"6rj5","6.52"
"6rj6","8.52"
"1zpa","8.40"
"1zpb","6.07"
"1zpc","6.60"
"1zrz","5.24"
"1zs0","6.15"
"1zsb","0.60"
"1zsf","9.92"
"1zsh","7.07"
"5div","6.85"
"5dj5","5.60"
"5djp","5.15"
"5djr","4.86"
"5djv","7.11"
"5dk4","8.70"
"5dkn","3.69"
"5dkr","5.22"
"5dl1","5.00"
"2ff1","8.21"
"2ff2","8.21"
"2fgh","6.55"
"2fgi","7.34"
"2fgu","9.18"
"2fgv","6.12"
"2fhy","5.96"
"2fie","5.46"
"4ayw","4.00"
"4ayx","3.70"
"4ayy","8.17"
"4az0","7.42"
"4az3","8.30"
"4az5","5.99"
"4az6","9.10"
"4aza","6.99"
"4to8","1.24"
"4tpk","8.57"
"4tpm","8.62"
"4tpp","8.59"
"4tpw","4.69"
"4tq3","5.49"
"4tqn","6.11"
"4trc","4.52"
"4trw","4.14"
"4trz","5.03"
"4rvk","7.87"
"4ryc","7.10"
"4tjy","6.44"
"4tky","5.70"
"4tnw","3.78"
"4u01","8.46"
"4u0u","5.82"
"4u45","8.00"
"4u82","5.72"
"4ucr","3.30"
"3ckz","8.72"
"3cl0","7.07"
"3cl2","7.59"
"3clp","3.69"
"3cm2","6.47"
"3cm7","6.57"
"3co9","8.00"
"1dud","4.82"
"1duv","11.80"
"1dva","8.07"
"1dwc","7.41"
"1dx6","6.19"
"1dxp","7.57"
"1dy4","4.36"
"1dzj","5.89"
"1dzk","6.10"
"1dzm","5.41"
"6hro","7.30"
"6hrt","9.00"
"6hrx","5.10"
"6hry","4.00"
"5d6j","4.44"
"5d6q","5.24"
"5d6y","5.66"
"5d75","6.70"
"5d7a","7.68"
"5d7c","6.85"
"5d7e","3.82"
"5d7r","7.89"
"1kmy","5.10"
"1kna","5.15"
"1kne","5.60"
"1koj","6.70"
"1kpm","5.80"
"1kqb","4.00"
"1kr3","5.00"
"1ksn","9.40"
"1kti","3.43"
"1ktt","5.82"
"1kug","3.80"
"1kui","3.77"
"1kuk","3.91"
"1kv1","5.94"
"1enu","5.08"
"1eoc","6.05"
"1eoj","13.77"
"1eol","13.42"
"1eou","7.44"
"1epo","7.96"
"1epp","7.16"
"1epq","8.19"
"1erb","8.10"
"1ero","8.23"
"3oui","4.90"
"3ouj","6.05"
"3ov1","5.20"
"3ove","6.57"
"3ovn","2.55"
"3ovx","7.51"
"3ovz","8.06"
"3ow3","6.13"
"3ow4","7.66"
"3ow6","6.66"
"3owb","7.72"
"6if0","6.51"
"6ift","4.68"
"6iht","5.21"
"6iil","6.17"
"6iin","6.08"
"6iiu","7.96"
"6iiv","6.85"
"6iiw","5.66"
"6ijh","7.17"
"2cbs","8.22"
"2cbu","5.68"
"2cbz","3.93"
"2cc7","8.01"
"2ccb","7.45"
"2ccc","7.76"
"2ccs","5.70"
"2cct","5.02"
"2ccu","6.13"
"2ce9","6.03"
"2cej","8.62"
"1c5y","4.20"
"1c6y","9.51"
"1c70","10.30"
"1c7f","9.52"
"1c83","4.85"
"1c84","5.00"
"1c85","4.64"
"1c86","4.70"
"1c87","4.20"
"1c88","5.29"
"1c8k","6.00"
"1c8l","8.16"
"1acj","8.09"
"1ad8","6.60"
"1add","6.74"
"1adl","5.36"
"1ado","6.00"
"1af2","3.10"
"1af6","1.82"
"1afk","6.62"
"1afl","6.28"
"1ag9","9.00"
"1bap","6.85"
"1bb0","8.36"
"1bbz","5.82"
"1bcd","8.70"
"1bcj","3.70"
"1bdl","5.85"
"1bdq","6.34"
"1bdr","6.68"
"1ycm","8.00"
"1yda","6.55"
"1ydb","8.24"
"1ydd","7.07"
"1ydk","5.89"
"1yds","5.92"
"1yei","7.46"
"1yej","7.46"
"1yfz","4.35"
"5owt","8.17"
"5ox5","5.59"
"5ox6","7.54"
"5oxg","5.89"
"5oxk","2.17"
"5oxl","3.25"
"5oxm","1.30"
"5oxn","1.96"
"5oy3","4.15"
"4cu7","7.59"
"4cu8","4.47"
"4cwb","6.09"
"4cwf","4.49"
"4cwn","5.59"
"4cwo","5.21"
"4cwp","6.77"
"4cwq","7.06"
"4cwr","8.30"
"4cws","7.92"
"4cwt","6.75"
"4cxw","6.09"
"4dfu","4.60"
"4dfw","7.85"
"4dgb","3.89"
"4dgg","6.10"
"4dgm","5.92"
"4dgr","5.04"
"4dh6","7.77"
"4e8y","6.09"
"4e8z","6.64"
"4e90","8.10"
"4e93","6.93"
"4e96","6.66"
"4e9c","5.96"
"4e9d","7.70"
"4e9u","5.82"
"4lkl","6.09"
"4lkm","6.34"
"4lko","8.22"
"4lkq","3.35"
"4lkt","5.90"
"4ll3","11.57"
"4llk","3.00"
"4llp","4.80"
"1hps","9.22"
"1hpv","9.22"
"1hpx","11.26"
"1hqf","5.00"
"1hqg","3.00"
"1hqh","6.30"
"1hrn","8.05"
"6eip","5.70"
"6eiq","6.42"
"6eir","6.24"
"6eis","6.60"
"6eiz","6.22"
"6ej3","5.93"
"6ej4","6.80"
"2bpv","7.67"
"2bpx","9.40"
"2bpy","7.40"
"2bq6","10.15"
"2bq7","7.05"
"2bqv","8.05"
"2bqw","8.52"
"2ybp","4.62"
"2ybs","4.59"
"2ybt","4.70"
"2ybu","6.38"
"2yc0","2.82"
"2yc3","6.85"
"2yc5","7.46"
"2ycf","10.52"
"3ixg","7.57"
"3ixj","9.49"
"3ixk","8.18"
"3jdw","3.60"
"3jpv","6.92"
"3jpx","3.63"
"3jq7","5.92"
"3jq8","4.46"
"3jq9","6.40"
"5ejv","6.69"
"5ejw","3.30"
"5ek0","7.68"
"5ek9","7.33"
"5ekg","6.04"
"5ekh","5.95"
"5ekj","6.00"
"5ekm","6.32"
"3m5a","4.96"
"3m5e","7.37"
"3m67","6.74"
"3m6f","8.60"
"3m6p","8.35"
"3m6q","7.32"
"3m6r","7.49"
"3m89","6.16"
"4f64","7.20"
"4f65","8.60"
"4f6s","5.49"
"4f6u","6.15"
"4f6v","5.80"
"4f6w","7.52"
"4f6x","5.09"
"4f70","5.74"
"4pzv","5.70"
"4pzw","6.96"
"4pzx","6.00"
"4q06","7.66"
"4q07","8.14"
"4q08","6.30"
"4q09","8.17"
"4q0a","6.48"
"4q0k","4.87"
"4q0l","7.70"
"3c5u","8.19"
"3c6t","8.68"
"3c6u","8.87"
"3c6w","5.62"
"3c72","4.64"
"3c79","7.20"
"3c7n","6.70"
"3c7p","10.00"
"5c26","6.77"
"5c29","6.06"
"5c2a","8.32"
"5c2e","8.70"
"5c2o","4.55"
"5c3k","3.96"
"5c3p","4.46"
"5c42","8.72"
"5c4k","4.56"
"5cxz","6.26"
"5cy3","7.80"
"5cy9","6.66"
"5cyi","5.88"
"5cyv","4.96"
"5czb","8.00"
"5czm","8.32"
"5d0c","5.63"
"3e51","7.85"
"3e5u","5.85"
"3e62","4.39"
"3e63","5.80"
"3e64","7.11"
"3e6k","5.15"
"3e6v","6.83"
"3e6y","5.60"
"1fq5","8.40"
"1fq6","7.86"
"1fq7","5.43"
"1fq8","6.03"
"1fsw","6.49"
"1fsy","6.82"
"1ft4","6.57"
"6mv3","3.33"
"6mvu","2.89"
"6mvx","5.14"
"6mwe","9.20"
"6mx3","5.14"
"6mx8","9.43"
"6mxb","4.59"
"6mxc","5.56"
"3hy5","7.70"
"3hy7","6.97"
"3hy9","7.77"
"3hyf","5.92"
"3hyg","7.03"
"3hzk","6.70"
"3hzm","5.52"
"3hzv","6.52"
"3hzy","7.00"
"3d9n","4.05"
"3d9o","3.00"
"3d9p","4.54"
"3d9z","8.70"
"3da6","8.70"
"3da9","5.51"
"3dab","6.68"
"3daj","5.54"
"2h5i","8.89"
"2h5j","7.91"
"2h6b","5.39"
"2h6k","5.06"
"2h6q","5.11"
"2h6t","7.22"
"2h8h","8.57"
"3bwj","6.50"
"3bwk","3.94"
"3bx5","8.46"
"3bxe","5.48"
"3bxf","5.54"
"3bxg","4.96"
"3bxh","4.03"
"3bxs","5.10"
"3bxz","6.72"
"3bym","8.22"
"3byo","8.15"
"4n70","12.00"
"4n7e","6.48"
"4n7g","5.66"
"4n7h","5.48"
"4n7j","5.47"
"4n7m","5.47"
"4n7u","6.29"
"4n7y","6.26"
"4n84","6.29"
"1b5j","7.43"
"1b6h","7.82"
"1b6j","7.92"
"1b6k","8.74"
"1b6l","8.30"
"1b6m","8.40"
"1b6p","8.52"
"1b74","1.30"
"2iiv","8.18"
"2iko","5.45"
"2iku","7.10"
"2il2","7.10"
"2ilp","4.82"
"2ima","6.52"
"2imb","4.22"
"2imd","8.30"
"2in6","7.64"
"6r1w","5.30"
"6r1x","4.40"
"6r49","2.10"
"6r4k","5.07"
"6r4s","6.39"
"6r4v","5.76"
"6r5f","7.70"
"6r7d","8.62"
"6r7k","7.30"
"4dkp","5.72"
"4dkq","6.60"
"4dkr","6.52"
"4dkt","4.80"
"4dlj","5.92"
"4dma","6.19"
"5mpn","7.07"
"5mpz","4.07"
"5mqe","5.40"
"5mql","5.85"
"5mqv","8.10"
"5mqx","5.41"
"5mqy","7.11"
"6nwk","7.70"
"6nwl","7.37"
"6nxz","5.46"
"6ny0","5.40"
"6ny4","8.52"
"6nyh","7.68"
"6nyv","6.51"
"1rdi","2.06"
"1rdj","1.66"
"1rdl","2.24"
"1rdn","1.84"
"1rdt","6.70"
"1re1","5.21"
"1re8","9.52"
"1rej","8.30"
"4f9y","6.74"
"4fab","8.06"
"4fai","6.99"
"4fak","4.28"
"4fbe","6.99"
"4fbx","7.66"
"4fc0","7.16"
"4fcb","8.54"
"1gny","4.14"
"1gpy","4.70"
"1grp","3.72"
"1gsf","5.00"
"1gsz","7.21"
"1gt1","6.00"
"3hlo","6.21"
"3hmm","7.60"
"3hmo","7.52"
"3hmp","5.49"
"3hmv","7.30"
"3hnb","5.11"
"3hng","6.74"
"3hnz","7.72"
"4io4","4.61"
"4io5","5.03"
"4io6","4.82"
"4io7","3.68"
"4io8","6.64"
"4ipf","7.74"
"4ipi","5.32"
"4ipj","4.87"
"4ipn","3.39"
"4iq6","7.24"
"4iqt","6.11"
"4iqu","6.24"
"4ir5","6.21"
"4ir6","6.08"
"4irx","6.12"
"2weh","5.95"
"2wei","8.47"
"2wej","6.08"
"2weo","6.93"
"2weq","5.90"
"2wev","8.00"
"5htb","6.77"
"5htc","6.82"
"5htl","6.30"
"5htz","8.62"
"5hu0","6.23"
"5hu1","8.66"
"5hu9","7.62"
"5huw","6.23"
"5gof","4.05"
"5gow","4.45"
"5gp7","5.15"
"5gr9","7.48"
"5gs4","7.07"
"5gsa","7.09"
"5gso","6.96"
"5gsw","5.94"
"5ioz","4.96"
"5ipa","4.70"
"5ipj","8.89"
"5iq6","5.26"
"5iql","4.56"
"5ir1","5.27"
"5irr","5.27"
"5isl","7.28"
"5ism","9.15"
"5isz","4.49"
"4no6","6.11"
"4no8","7.15"
"4no9","7.82"
"4non","5.24"
"4np2","2.26"
"4np3","3.30"
"4npv","7.46"
"4nq6","4.28"
"4nra","4.19"
"4nrb","4.42"
"4nrc","3.62"
"4nrk","7.62"
"4y63","3.58"
"4y64","3.10"
"4y67","6.93"
"4y6m","7.15"
"4y6p","7.16"
"4y6r","5.48"
"4y6s","5.03"
"4y73","9.52"
"2wyn","5.55"
"2wzf","7.00"
"2wzm","5.22"
"2wzs","3.85"
"2wzx","6.00"
"2wzy","10.72"
"2wzz","5.40"
"2x09","3.76"
"2x0y","4.60"
"2x24","6.48"
"2x2c","7.72"
"4m1d","7.64"
"4m1j","9.70"
"4m2r","8.49"
"4m2w","7.28"
"4m3b","6.40"
"4m3d","5.41"
"4mbj","7.21"
"4mdq","5.92"
"4msu","5.85"
"4mvn","5.46"
"4myh","4.64"
"4mzo","6.57"
"4jql","6.00"
"4jr0","8.20"
"4jr3","6.66"
"4jr5","8.15"
"4jrg","6.71"
"4jrv","7.54"
"4jsa","4.96"
"4jsc","7.13"
"4jsr","8.40"
"4jss","3.30"
"4qt2","6.32"
"4qta","6.70"
"4qtc","6.40"
"4qtd","5.97"
"4qtl","6.92"
"4qtn","6.85"
"4quo","7.92"
"1jdj","2.30"
"1jet","7.25"
"1jeu","6.82"
"1jev","6.89"
"1jfh","2.05"
"1jg0","5.30"
"1jgl","8.70"
"1jh1","4.39"
"1uwf","6.82"
"1uwh","7.66"
"1uwt","5.97"
"1uwu","5.98"
"1ux7","3.00"
"1uxa","2.30"
"1uxb","2.15"
"1uy6","3.70"
"4oks","4.48"
"4olc","6.19"
"4old","2.70"
"4olh","8.30"
"4oma","4.17"
"4omc","10.78"
"4omd","9.01"
"4omj","5.26"
"4omk","4.40"
"4ona","8.15"
"4onf","8.92"
"5u12","5.07"
"5u13","5.41"
"5u14","5.34"
"5u1q","5.96"
"5u28","7.17"
"5u2c","6.63"
"5u2e","6.56"
"5u2f","6.71"
"5u2j","5.92"
"6jb0","7.24"
"6jb4","5.98"
"6jbb","5.99"
"6jbe","4.70"
"6jdi","5.11"
"6jdl","4.89"
"6jfk","4.84"
"6jib","5.80"
"6jid","5.08"
"6jij","6.64"
"6jio","4.55"
"2v95","8.30"
"2v96","4.54"
"2va5","4.07"
"2va7","6.70"
"2vaq","8.52"
"2vb8","4.60"
"2vba","4.60"
"2vc7","3.36"
"2vc9","8.44"
"6d55","7.36"
"6d56","8.05"
"6d59","7.00"
"6d5e","6.85"
"6d5g","6.60"
"6d5j","6.34"
"6d5w","4.20"
"6eji","3.52"
"6en4","8.30"
"6er3","3.24"
"6esn","8.05"
"6ex0","4.03"
"6f34","4.94"
"6f7q","8.96"
"6mll","3.62"
"6mln","7.54"
"6mlo","6.10"
"6mlp","3.70"
"6mlw","3.74"
"6mm2","5.41"
"6mm5","4.54"
"6mmc","3.61"
"6mmo","3.35"
"6mmq","3.62"
"2xc0","6.72"
"2xc4","8.05"
"2xcg","8.05"
"2xch","6.43"
"2xck","6.15"
"2xcn","6.92"
"2xcs","7.85"
"2xct","4.51"
"2oji","7.07"
"2ojj","8.70"
"2ok1","6.26"
"2olb","5.54"
"2ole","7.25"
"2on3","9.00"
"2on6","6.76"
"2onb","5.57"
"6pdj","7.38"
"6peb","8.57"
"6peg","5.16"
"6pek","6.52"
"6peu","5.89"
"6pf3","4.55"
"6pf4","4.80"
"4rd0","6.62"
"4rd3","6.47"
"4rdn","5.92"
"4re2","4.98"
"4re3","8.57"
"4re4","6.87"
"4re9","4.92"
"4w9j","6.23"
"4w9o","7.77"
"4w9p","7.80"
"4w9q","6.85"
"4w9s","6.82"
"4bxk","7.95"
"4bxn","8.00"
"4bxu","7.00"
"4byi","8.05"
"4byj","6.57"
"4bzn","5.84"
"4bzo","7.89"
"4bzr","7.60"
"4j53","8.70"
"4j58","3.30"
"4j59","5.85"
"4j5b","6.22"
"4j5c","5.52"
"4j5d","5.96"
"4j5e","4.94"
"4j5p","7.92"
"1e37","3.70"
"1e3g","9.00"
"1e3v","4.34"
"1e4h","8.41"
"1e5a","7.64"
"1e5j","4.00"
"1e6q","3.15"
"1e6s","3.22"
"1e72","3.22"
"1e8h","5.68"
"5o9o","4.89"
"5o9p","5.09"
"5o9q","5.21"
"5o9r","5.39"
"5o9y","5.34"
"5oa2","5.01"
"5oa6","5.51"
"5oae","4.60"
"5exx","5.39"
"5ey0","2.65"
"5ey4","3.12"
"5ey8","6.31"
"5eyc","8.52"
"5eyd","9.00"
"5eyk","8.52"
"5eym","7.60"
"5eyr","5.30"
"3dln","6.60"
"3dm6","7.43"
"3dnd","4.80"
"3dne","5.22"
"3dng","8.13"
"3dnj","6.82"
"3dnt","4.74"
"3dog","7.40"
"3dow","4.94"
"4ifi","5.48"
"4igk","4.55"
"4igq","4.52"
"4igr","7.20"
"4igt","7.89"
"4ih3","4.82"
"4ih6","4.74"
"4iho","5.10"
"4jyb","6.96"
"4jyc","6.70"
"4jym","5.04"
"4jyt","7.40"
"4jyu","8.00"
"4jyv","7.77"
"4jz1","6.70"
"4jzb","6.47"
"4kzl","6.15"
"4l02","7.70"
"4l09","6.07"
"4l0b","7.17"
"4l0i","6.57"
"4l0l","7.27"
"6eqa","4.85"
"6eqp","5.96"
"6eqs","6.43"
"6equ","6.38"
"6eqv","6.62"
"6eqw","10.65"
"6eqx","10.47"
"6szj","5.82"
"6szp","4.74"
"6t1i","5.26"
"6t1j","4.74"
"6t1l","4.77"
"6t1m","5.21"
"6t1n","5.46"
"6t1o","5.59"
"6t6a","6.70"
"6te6","6.57"
"5wap","6.52"
"5wb6","10.70"
"5wbf","3.81"
"5wbk","6.03"
"5wbl","6.44"
"5wbm","4.70"
"5wbo","4.21"
"5wbp","4.36"
"5wbq","5.83"
"2cfg","7.44"
"2cgr","7.28"
"2cgu","4.87"
"2cgv","4.56"
"2cgw","4.76"
"2cgx","4.81"
"2chm","8.26"
"3kl8","6.92"
"3km4","8.89"
"3kmc","6.40"
"3kme","6.14"
"3kmm","9.70"
"3kmx","4.82"
"3kmy","4.49"
"3kn0","3.60"
"3koo","7.82"
"1wdq","1.98"
"1wdr","2.52"
"1we2","4.36"
"1wht","3.70"
"1wkm","0.82"
"1wm1","6.30"
"1wn6","4.68"
"1wok","7.48"
"1wqv","6.89"
"3vws","3.65"
"3vx3","7.82"
"3vyd","6.39"
"3vye","8.11"
"3vyf","8.80"
"3vzd","6.30"
"3vzg","1.72"
"3vzv","8.04"
"6eyz","8.10"
"6ez6","7.40"
"6ez9","7.77"
"6ezg","7.69"
"6ezh","7.04"
"6ezi","5.31"
"6f05","4.47"
"6f08","5.39"
"6f09","5.97"
"6ql1","6.48"
"6ql2","7.77"
"6ql3","7.00"
"6qlp","5.28"
"6qlq","4.51"
"6qlr","4.82"
"6qls","5.35"
"6qlt","4.04"
"6qm7","6.80"
"6rfi","7.43"
"6s4u","7.76"
"6s90","7.89"
"6sd9","9.10"
"2hah","8.00"
"2hai","6.28"
"2hb3","11.35"
"2hb9","4.82"
"2hd1","3.30"
"2hd6","7.80"
"2hdq","1.40"
"3f78","3.10"
"3f7b","7.19"
"3f7g","7.37"
"3f7h","7.09"
"3f7i","7.34"
"3f7u","6.61"
"3f7z","7.19"
"3f80","4.22"
"3f81","7.13"
"3f82","8.34"
"3u8l","8.05"
"3u8m","8.89"
"3u8w","9.00"
"3u90","4.62"
"3u92","7.48"
"3u93","6.31"
"3u9c","5.89"
"5ose","3.17"
"5osk","5.60"
"5osl","3.43"
"5oss","4.55"
"5ost","4.56"
"5osy","7.37"
"5ot3","5.23"
"5ot8","4.20"
"5ot9","4.07"
"5ota","5.74"
"5otc","4.71"
"5otr","4.92"
"5otz","5.19"
"2zyb","7.70"
"2zym","6.14"
"2zyn","5.92"
"2zz1","4.54"
"2zz2","4.54"
"2zz6","6.72"
"2zzu","7.41"
"3a1c","4.00"
"3a1d","4.12"
"3a1e","2.66"
"3a1s","4.83"
"3a1t","4.83"
"3a29","7.89"
"3ps1","10.17"
"3ps6","7.74"
"3psb","8.52"
"3psd","8.52"
"3psl","6.89"
"3ptg","7.60"
"3pty","5.44"
"3puj","4.51"
"6pgp","7.00"
"6pgx","9.21"
"6phr","6.70"
"6pht","3.41"
"6phx","3.32"
"6phz","3.46"
"6pi1","3.80"
"6pi5","6.96"
"6pi6","5.66"
"1j1a","7.54"
"1j36","7.74"
"1j37","8.96"
"1j4k","4.00"
"1j4p","4.99"
"1j4q","6.44"
"1j4r","7.72"
"1j5i","3.64"
"6d17","4.82"
"6d18","5.85"
"6d19","6.61"
"6d1a","4.35"
"6d1b","3.91"
"6d1d","4.47"
"6d1g","4.47"
"6d1h","3.72"
"6d1i","4.09"
"6d1j","4.25"
"6d1k","3.13"
"6d1l","8.12"
"6d1m","8.20"
"6d1u","5.44"
"6ftw","6.49"
"6fty","2.70"
"6ftz","3.00"
"6fu1","5.36"
"6fu4","6.19"
"6fu5","7.50"
"6fug","4.30"
"6fuh","3.77"
"6fuj","4.30"
"6ful","4.92"
"6fut","4.70"
"5gg4","5.82"
"5ggj","1.75"
"5ggk","3.54"
"5ggl","1.78"
"5ggn","3.66"
"5ggo","3.10"
"5ggp","3.30"
"5ggz","7.25"
"3rt6","7.15"
"3rt8","6.35"
"3rtf","7.35"
"3rth","5.21"
"3rti","7.37"
"3rtm","4.42"
"3rtn","7.13"
"3rtp","8.15"
"4poh","8.00"
"4poj","8.10"
"4pop","8.13"
"4pov","8.28"
"4pow","6.30"
"4pox","5.43"
"4pp0","4.40"
"4pp3","7.82"
"4pp5","7.74"
"5usy","7.51"
"5usz","6.97"
"5ut0","5.88"
"5ut4","4.38"
"5uuu","7.74"
"5uv1","5.62"
"5uv2","4.40"
"5uvc","8.21"
"5zo8","8.20"
"5zo9","8.20"
"5zob","5.96"
"5zoo","5.65"
"5zop","4.73"
"5zqo","7.71"
"5zqp","7.74"
"5zqq","7.66"
"4ow0","6.82"
"4own","4.22"
"4owv","4.35"
"4oya","6.44"
"4oyb","5.80"
"4oyi","4.72"
"4oyk","6.74"
"4oym","4.96"
"1w4p","4.74"
"1w4q","5.26"
"1w51","6.30"
"1w5v","8.15"
"1w5w","8.80"
"1w5x","8.40"
"1w5y","8.48"
"4u70","5.02"
"4u71","5.22"
"4u73","5.18"
"4u79","6.40"
"4u7o","3.35"
"4u7q","9.74"
"4u7t","5.67"
"4u7v","5.49"
"6gmq","2.30"
"6gmx","2.17"
"6gn1","8.00"
"6gnm","4.26"
"6gnp","4.55"
"6gnr","5.44"
"6gnw","4.99"
"6gon","5.67"
"6goo","5.67"
"1l0a","4.62"
"1l2s","4.59"
"1l2z","3.69"
"1l5q","3.97"
